review_id,sku_id,customer_id,rating,review_text,review_title,sentiment_score,review_date,verified_purchase,image_uploaded
REV00000018,SKU00201,CUST00005,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Throw Pillows,1.0,2025-11-24 13:01:33.000000,True,True
REV00000019,SKU00112,CUST00005,5,Excellent quality and very comfortable. Highly recommend!,Perfect Table Lamps,0.855,2025-04-17 15:05:36.000000,True,False
REV00000020,SKU00027,CUST00005,5,Excellent quality and very comfortable. Highly recommend!,Perfect Chairs,0.835,2025-04-10 15:05:36.000000,True,False
REV00000021,SKU00309,CUST00005,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Sheets,0.93,2025-04-17 15:05:36.000000,True,True
REV00000022,SKU00132,CUST00005,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Sconces,0.864,2025-07-17 02:29:35.000000,True,False
REV00000023,SKU00391,CUST00006,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Shower Curtains,0.801,2024-05-02 22:41:15.000000,True,False
REV00000024,SKU00249,CUST00006,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Cutlery,0.84,2024-05-29 22:41:15.000000,True,False
REV00000025,SKU00016,CUST00006,4,Excellent quality and very comfortable. Highly recommend!,Beautiful Dining Tables,0.665,2024-05-29 22:41:15.000000,True,False
REV00000026,SKU00381,CUST00006,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Bath Mats,1.0,2024-08-07 07:54:42.000000,True,False
REV00000027,SKU00273,CUST00006,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Small Appliances,1.0,2024-08-18 07:54:42.000000,True,False
REV00000028,SKU00382,CUST00006,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Shower Curtains,0.947,2024-07-03 21:04:42.000000,True,False
REV00000029,SKU00142,CUST00007,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Outdoor Lighting,0.864,2026-03-26 08:43:39.000000,True,True
REV00000030,SKU00069,CUST00007,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Bookshelves,1.0,2025-11-02 03:58:14.000000,True,False
REV00000031,SKU00385,CUST00007,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Excellent Shower Curtains,1.0,2025-11-10 03:58:14.000000,True,False
REV00000032,SKU00064,CUST00008,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Coffee Tables,1.0,2024-08-17 05:00:16.000000,True,True
REV00000033,SKU00322,CUST00008,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Duvets,0.826,2025-07-22 04:58:17.000000,True,False
REV00000034,SKU00291,CUST00008,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Bakeware,1.0,2025-07-18 04:58:17.000000,True,False
REV00000035,SKU00205,CUST00008,5,Excellent quality and very comfortable. Highly recommend!,Beautiful Rugs,1.0,2026-02-11 16:24:36.000000,True,False
REV00000036,SKU00105,CUST00008,4,Excellent quality and very comfortable. Highly recommend!,Perfect Table Lamps,0.595,2025-02-18 05:06:58.000000,True,True
REV00000037,SKU00110,CUST00008,3,The product is okay. Quality is average and it serves its purpose.,Average Table Lamps,-0.084,2025-01-29 05:06:58.000000,True,False
REV00000038,SKU00210,CUST00009,5,Absolutely gorgeous! The photos don't do it justice.,Love this Rugs,0.978,2025-08-04 21:11:48.000000,True,False
REV00000039,SKU00243,CUST00009,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Dinnerware,0.867,2025-06-28 14:14:44.000000,True,False
REV00000040,SKU00325,CUST00009,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Pillows,1.0,2025-07-11 14:14:44.000000,True,False
REV00000041,SKU00151,CUST00010,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Mirrors,0.878,2024-08-22 10:11:17.000000,True,False
REV00000042,SKU00414,CUST00011,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Robes,1.0,2024-12-21 20:47:00.000000,True,False
REV00000043,SKU00361,CUST00011,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Towels,1.0,2025-02-19 16:01:41.000000,True,False
REV00000044,SKU00279,CUST00011,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Barware,1.0,2025-03-02 16:01:41.000000,True,False
REV00000045,SKU00275,CUST00012,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Small Appliances,1.0,2026-03-30 21:57:05.784102,True,True
REV00000046,SKU00068,CUST00012,5,Excellent quality and very comfortable. Highly recommend!,Excellent Bookshelves,0.904,2026-03-11 21:57:05.784778,True,False
REV00000047,SKU00186,CUST00012,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Sculptures,1.0,2026-04-07 21:57:05.785473,True,False
REV00000048,SKU00011,CUST00012,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Sofas,1.0,2026-04-05 21:57:05.786246,True,False
REV00000049,SKU00190,CUST00013,4,Great value for the price. Looks much more expensive than it actually was.,Beautiful Throw Pillows,0.696,2026-01-07 19:13:36.000000,True,False
REV00000050,SKU00027,CUST00014,5,Excellent quality and very comfortable. Highly recommend!,Love this Chairs,1.0,2024-06-14 10:07:32.000000,True,False
REV00000051,SKU00123,CUST00014,5,Excellent quality and very comfortable. Highly recommend!,Love this Sconces,1.0,2026-03-23 21:57:05.788929,True,False
REV00000052,SKU00081,CUST00014,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Chandeliers,0.903,2026-03-26 21:57:05.789786,True,True
REV00000053,SKU00105,CUST00014,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Table Lamps,0.929,2025-02-07 08:28:44.000000,True,True
REV00000054,SKU00166,CUST00015,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Wall Art,0.823,2024-10-24 14:32:30.000000,True,False
REV00000055,SKU00143,CUST00015,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Outdoor Lighting,0.897,2024-10-09 14:32:30.000000,True,False
REV00000056,SKU00036,CUST00015,5,Excellent quality and very comfortable. Highly recommend!,Perfect Beds,1.0,2025-10-18 05:04:33.000000,True,True
REV00000057,SKU00084,CUST00016,5,Great value for the price. Looks much more expensive than it actually was.,Love this Chandeliers,0.919,2025-10-26 10:58:16.000000,True,False
REV00000058,SKU00190,CUST00016,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Throw Pillows,0.57,2025-10-28 10:58:16.000000,True,True
REV00000059,SKU00162,CUST00016,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Wall Art,1.0,2025-02-13 03:28:44.000000,True,False
REV00000060,SKU00259,CUST00016,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Cutlery,0.35,2026-01-11 08:51:07.000000,True,False
REV00000061,SKU00089,CUST00016,5,Excellent quality and very comfortable. Highly recommend!,Excellent Chandeliers,0.9,2026-01-13 08:51:07.000000,True,False
REV00000062,SKU00258,CUST00016,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Cutlery,1.0,2026-01-09 08:51:07.000000,True,False
REV00000063,SKU00242,CUST00016,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Dinnerware,1.0,2025-12-29 08:51:07.000000,True,False
REV00000064,SKU00257,CUST00016,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Cutlery,1.0,2025-07-26 07:24:59.000000,True,False
REV00000065,SKU00382,CUST00018,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Shower Curtains,0.903,2026-03-20 20:15:30.000000,True,False
REV00000066,SKU00347,CUST00019,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Mattress Toppers,0.92,2025-03-17 01:51:17.000000,True,False
REV00000067,SKU00319,CUST00019,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Duvets,1.0,2025-03-23 01:51:17.000000,True,False
REV00000068,SKU00193,CUST00019,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Throw Pillows,1.0,2025-08-28 12:24:01.000000,True,False
REV00000069,SKU00193,CUST00020,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Throw Pillows,1.0,2025-11-26 13:42:24.000000,True,False
REV00000070,SKU00412,CUST00020,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Robes,0.845,2025-12-23 13:42:24.000000,True,False
REV00000071,SKU00352,CUST00020,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Mattress Toppers,1.0,2025-12-17 13:42:24.000000,True,False
REV00000072,SKU00359,CUST00021,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Towels,1.0,2024-08-28 11:30:51.000000,True,False
REV00000073,SKU00185,CUST00021,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Sculptures,1.0,2026-03-28 21:57:05.806569,True,False
REV00000074,SKU00248,CUST00022,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Dinnerware,1.0,2026-03-16 21:57:05.807333,True,False
REV00000075,SKU00328,CUST00023,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Pillows,1.0,2026-03-10 23:50:59.000000,True,False
REV00000076,SKU00367,CUST00023,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Towels,0.866,2024-08-21 15:41:01.000000,True,True
REV00000077,SKU00143,CUST00023,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Outdoor Lighting,0.922,2024-09-06 15:41:01.000000,True,True
REV00000078,SKU00324,CUST00023,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Pillows,1.0,2026-01-20 17:24:22.000000,True,False
REV00000079,SKU00119,CUST00023,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Pendants,1.0,2026-01-18 04:18:42.000000,True,False
REV00000080,SKU00299,CUST00023,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Bakeware,1.0,2026-01-31 04:18:42.000000,True,False
REV00000081,SKU00203,CUST00023,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Beautiful Rugs,1.0,2024-09-28 22:55:36.000000,True,False
REV00000082,SKU00189,CUST00023,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Sculptures,1.0,2026-03-30 01:13:13.000000,True,False
REV00000083,SKU00412,CUST00024,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Robes,1.0,2025-03-27 16:09:22.000000,True,False
REV00000084,SKU00148,CUST00024,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Mirrors,0.527,2025-03-25 16:09:22.000000,True,False
REV00000085,SKU00044,CUST00025,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Desks,0.961,2024-05-13 16:28:57.000000,True,True
REV00000086,SKU00148,CUST00025,4,Excellent quality and very comfortable. Highly recommend!,Love this Mirrors,0.543,2024-05-30 16:28:57.000000,True,False
REV00000087,SKU00412,CUST00025,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Robes,0.837,2024-09-12 17:57:23.000000,True,False
REV00000088,SKU00248,CUST00025,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Dinnerware,0.991,2024-10-09 17:57:23.000000,True,False
REV00000089,SKU00323,CUST00025,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Pillows,1.0,2025-11-21 12:59:17.000000,True,False
REV00000090,SKU00322,CUST00025,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Duvets,1.0,2026-04-04 21:57:05.818895,True,True
REV00000091,SKU00017,CUST00026,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Dining Tables,0.834,2025-12-21 03:10:21.000000,True,False
REV00000092,SKU00087,CUST00026,5,Great value for the price. Looks much more expensive than it actually was.,Love this Chandeliers,0.838,2026-03-15 21:57:05.820781,True,False
REV00000093,SKU00110,CUST00026,3,It's decent for the price. Nothing spectacular but gets the job done.,Decent Table Lamps,-0.137,2026-03-25 21:57:05.822329,True,True
REV00000094,SKU00318,CUST00027,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Duvets,0.872,2025-04-02 05:19:15.000000,True,False
REV00000095,SKU00330,CUST00027,5,Great value for the price. Looks much more expensive than it actually was.,Love this Pillows,0.924,2025-03-12 05:19:15.000000,True,False
REV00000096,SKU00240,CUST00027,4,Excellent quality and very comfortable. Highly recommend!,Perfect Dinnerware,0.434,2026-01-17 13:10:41.000000,True,False
REV00000097,SKU00035,CUST00027,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Beds,1.0,2025-10-30 18:24:19.000000,True,True
REV00000098,SKU00234,CUST00027,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Cookware,0.974,2025-10-30 18:24:19.000000,True,True
REV00000099,SKU00397,CUST00027,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Bath Accessories,1.0,2026-03-01 13:45:08.000000,True,False
REV00000100,SKU00249,CUST00027,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Cutlery,0.907,2026-03-11 13:45:08.000000,True,False
REV00000101,SKU00336,CUST00027,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Blankets,1.0,2025-12-10 08:53:49.000000,True,False
REV00000102,SKU00322,CUST00028,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Duvets,1.0,2024-11-21 16:03:01.000000,True,False
REV00000103,SKU00083,CUST00029,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Chandeliers,1.0,2026-01-14 00:09:21.000000,True,False
REV00000104,SKU00382,CUST00029,5,Great value for the price. Looks much more expensive than it actually was.,Love this Shower Curtains,1.0,2026-01-08 00:09:21.000000,True,False
REV00000105,SKU00401,CUST00029,5,Excellent quality and very comfortable. Highly recommend!,Perfect Bath Accessories,0.82,2026-01-02 00:09:21.000000,True,True
REV00000106,SKU00299,CUST00029,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Bakeware,0.85,2026-01-22 00:09:21.000000,True,False
REV00000107,SKU00096,CUST00029,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Floor Lamps,1.0,2025-11-28 03:12:15.000000,True,False
REV00000108,SKU00401,CUST00030,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Bath Accessories,1.0,2024-08-11 09:28:47.000000,True,False
REV00000109,SKU00081,CUST00030,5,Great value for the price. Looks much more expensive than it actually was.,Love this Chandeliers,0.867,2024-07-22 09:28:47.000000,True,False
REV00000110,SKU00377,CUST00030,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Bath Mats,1.0,2025-03-14 13:31:33.000000,True,False
REV00000111,SKU00192,CUST00030,5,Worth every penny. You can tell it's quality materials and well-made.,Excellent Throw Pillows,0.99,2026-03-16 20:47:55.000000,True,False
REV00000112,SKU00305,CUST00030,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Sheets,0.89,2026-03-18 20:47:55.000000,True,False
REV00000113,SKU00067,CUST00032,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Coffee Tables,0.868,2026-03-19 07:46:10.000000,True,False
REV00000114,SKU00252,CUST00032,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Cutlery,1.0,2025-05-05 00:43:45.000000,True,False
REV00000115,SKU00365,CUST00033,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Towels,0.98,2024-10-27 04:53:47.000000,True,False
REV00000116,SKU00340,CUST00033,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Blankets,1.0,2024-09-24 10:44:18.000000,True,False
REV00000117,SKU00292,CUST00033,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Bakeware,1.0,2026-02-18 16:42:32.000000,True,False
REV00000118,SKU00273,CUST00034,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Small Appliances,1.0,2026-03-22 21:57:05.840675,True,False
REV00000119,SKU00178,CUST00034,4,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Vases,0.7,2026-04-08 21:57:05.841581,True,False
REV00000120,SKU00032,CUST00035,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Beds,0.911,2025-02-19 00:32:12.000000,True,False
REV00000121,SKU00311,CUST00035,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Sheets,1.0,2025-01-20 00:32:12.000000,True,False
REV00000122,SKU00043,CUST00035,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Beds,0.907,2024-12-09 11:36:05.000000,True,False
REV00000123,SKU00373,CUST00035,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Bath Mats,1.0,2024-12-31 11:36:05.000000,True,False
REV00000124,SKU00233,CUST00035,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Cookware,1.0,2026-01-17 18:20:17.000000,True,True
REV00000125,SKU00271,CUST00036,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Small Appliances,1.0,2026-03-08 05:04:12.000000,True,False
REV00000126,SKU00352,CUST00037,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Mattress Toppers,0.962,2024-10-31 05:07:07.000000,True,False
REV00000127,SKU00158,CUST00037,4,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Wall Art,0.39,2024-10-18 05:07:07.000000,True,False
REV00000128,SKU00207,CUST00037,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Rugs,0.689,2024-10-27 05:07:07.000000,True,False
REV00000129,SKU00379,CUST00037,5,Absolutely gorgeous! The photos don't do it justice.,Perfect Bath Mats,0.929,2024-11-12 05:07:07.000000,True,False
REV00000130,SKU00028,CUST00038,5,Absolutely gorgeous! The photos don't do it justice.,Perfect Chairs,1.0,2024-10-31 14:01:39.000000,True,False
REV00000131,SKU00394,CUST00038,5,Excellent quality and very comfortable. Highly recommend!,Beautiful Shower Curtains,1.0,2024-06-12 19:34:06.000000,True,False
REV00000132,SKU00230,CUST00039,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Curtains,1.0,2025-10-03 02:20:30.000000,True,False
REV00000133,SKU00106,CUST00039,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Table Lamps,1.0,2025-09-27 02:20:30.000000,True,False
REV00000134,SKU00006,CUST00039,4,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Sofas,0.403,2024-10-14 10:37:53.000000,True,False
REV00000135,SKU00411,CUST00039,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Robes,1.0,2024-10-02 10:37:53.000000,True,False
REV00000136,SKU00290,CUST00039,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Bakeware,0.996,2024-09-14 10:37:53.000000,True,False
REV00000137,SKU00286,CUST00039,4,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Barware,0.512,2025-03-02 22:22:32.000000,True,False
REV00000138,SKU00306,CUST00039,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Sheets,0.95,2025-01-12 09:40:39.000000,True,False
REV00000139,SKU00161,CUST00039,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Excellent Wall Art,0.492,2025-02-03 09:40:39.000000,True,False
REV00000140,SKU00314,CUST00040,5,Really happy with this purchase. The color is rich and the material seems durable.,Love this Sheets,0.922,2024-11-27 19:58:07.000000,True,False
REV00000141,SKU00076,CUST00040,5,Really happy with this purchase. The color is rich and the material seems durable.,Love this Bookshelves,1.0,2024-12-19 19:58:07.000000,True,False
REV00000142,SKU00205,CUST00040,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Rugs,1.0,2024-12-10 19:58:07.000000,True,False
REV00000143,SKU00175,CUST00040,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Vases,0.962,2024-11-27 19:58:07.000000,True,True
REV00000144,SKU00020,CUST00040,5,Excellent quality and very comfortable. Highly recommend!,Perfect Dining Tables,0.863,2024-06-13 08:31:40.000000,True,False
REV00000145,SKU00067,CUST00041,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Coffee Tables,0.802,2025-12-09 02:17:05.000000,True,False
REV00000146,SKU00096,CUST00041,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Floor Lamps,0.998,2024-12-24 05:41:54.000000,True,False
REV00000147,SKU00181,CUST00042,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Sculptures,0.898,2025-05-27 02:26:29.000000,True,False
REV00000148,SKU00172,CUST00042,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Vases,1.0,2025-06-04 02:26:29.000000,True,True
REV00000149,SKU00198,CUST00043,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Throw Pillows,0.896,2025-03-15 20:58:35.000000,True,False
REV00000150,SKU00155,CUST00043,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Wall Art,0.948,2026-03-08 17:24:55.000000,True,False
REV00000151,SKU00015,CUST00044,5,Excellent quality and very comfortable. Highly recommend!,Beautiful Dining Tables,0.951,2025-01-22 15:30:44.000000,True,False
REV00000152,SKU00025,CUST00044,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Excellent Chairs,1.0,2025-02-07 15:30:44.000000,True,False
REV00000153,SKU00388,CUST00045,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Excellent Shower Curtains,0.971,2024-05-22 20:56:33.000000,True,False
REV00000154,SKU00128,CUST00047,4,Great value for the price. Looks much more expensive than it actually was.,Excellent Sconces,0.544,2025-08-23 09:24:30.000000,True,False
REV00000155,SKU00133,CUST00047,3,The color is completely off from what's shown online. It's fine. A bit overpriced for what you get but I'm keeping it.,Decent Sconces,0.187,2024-11-24 15:04:59.000000,True,True
REV00000156,SKU00383,CUST00047,3,The color is completely off from what's shown online. It's decent for the price. Nothing spectacular but gets the job done.,Okay Shower Curtains,0.074,2024-11-22 15:04:59.000000,True,False
REV00000157,SKU00197,CUST00047,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Throw Pillows,1.0,2024-12-04 15:04:59.000000,True,False
REV00000158,SKU00368,CUST00049,5,Great value for the price. Looks much more expensive than it actually was.,Love this Towels,1.0,2024-07-19 15:12:04.000000,True,True
REV00000159,SKU00182,CUST00049,5,Worth every penny. You can tell it's quality materials and well-made.,Excellent Sculptures,0.953,2025-08-24 19:19:32.000000,True,False
REV00000160,SKU00242,CUST00050,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Dinnerware,0.891,2025-11-21 07:29:44.000000,True,False
REV00000161,SKU00382,CUST00050,5,Excellent quality and very comfortable. Highly recommend!,Love this Shower Curtains,1.0,2025-12-06 07:29:44.000000,True,False
REV00000162,SKU00352,CUST00051,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Mattress Toppers,0.352,2025-01-19 01:48:01.000000,True,True
REV00000163,SKU00405,CUST00051,5,Excellent quality and very comfortable. Highly recommend!,Perfect Bath Accessories,0.846,2025-01-04 01:48:01.000000,True,False
REV00000164,SKU00168,CUST00051,4,Excellent quality and very comfortable. Highly recommend!,Love this Vases,0.632,2024-12-19 01:48:01.000000,True,False
REV00000165,SKU00377,CUST00051,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Bath Mats,1.0,2025-03-22 09:24:10.000000,True,False
REV00000166,SKU00279,CUST00051,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Barware,0.973,2025-04-01 09:24:10.000000,True,False
REV00000167,SKU00218,CUST00051,4,Really happy with this purchase. The color is rich and the material seems durable.,Love this Curtains,0.597,2025-04-29 09:24:10.000000,True,False
REV00000168,SKU00211,CUST00051,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Rugs,1.0,2025-08-27 06:59:00.000000,True,False
REV00000169,SKU00311,CUST00051,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Sheets,0.811,2025-08-02 06:59:00.000000,True,False
REV00000170,SKU00049,CUST00051,4,Worth every penny. You can tell it's quality materials and well-made.,Love this Desks,0.463,2025-05-27 16:02:53.000000,True,False
REV00000171,SKU00129,CUST00051,5,Great value for the price. Looks much more expensive than it actually was.,Perfect Sconces,0.879,2025-05-27 16:02:53.000000,True,False
REV00000172,SKU00207,CUST00051,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Rugs,1.0,2024-08-18 06:13:30.000000,True,False
