sku_id,product_name,category,sub_category,brand,price,material,color,finish,dimensions,weight,style,description_text,image_url,Launch_date
SKU00028,Rejuvenation Essential Chair,Furniture,Chairs,Rejuvenation,155.68,Glass | Ceramic,Brown | Gold,Polished,38x41x6 inches,116.4,Rustic,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00028.jpg,2024-03-16
SKU00029,Rejuvenation Custom Chair,Furniture,Chairs,Rejuvenation,82.93,Leather | Brass,Natural,Textured,11x20x17 inches,24.1,Coastal,Expertly crafted chairs that brings sophistication to your home. Available in natural.,https://example.com/images/00029.jpg,2025-03-06
SKU00030,Williams Sonoma Signature Chair,Furniture,Chairs,Williams Sonoma,148.3,Wool,Green | Gray,Glossy,71x16x15 inches,134.4,Scandinavian | Minimalist,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00030.jpg,2025-10-10
SKU00031,Pottery Barn Classic Chair,Furniture,Chairs,Pottery Barn,43.0,Porcelain | Rattan,Beige,Antique,75x43x10 inches,98.9,Contemporary,Timeless furniture essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00031.jpg,2024-06-14
SKU00032,West Elm Custom Bed,Furniture,Beds,West Elm,743.99,Silk | Rattan,Navy | Natural,Antique,19x10x9 inches,38.8,Glam,Timeless furniture essential that combines style with practicality. Made from high-quality silk.,https://example.com/images/00032.jpg,2023-04-19
SKU00033,Rejuvenation Premium Bed,Furniture,Beds,Rejuvenation,43.6,Silk,Walnut | Silver,Polished,52x59x27 inches,100.7,Mid-Century | Glam,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00033.jpg,2023-12-13
SKU00034,West Elm Premium Bed,Furniture,Beds,West Elm,224.39,Marble | Wool,Black | Brown,Powder Coated,77x13x23 inches,121.6,Glam | Contemporary,Elegant design meets functionality in this West Elm piece. Features powder coated finish and durable construction.,https://example.com/images/00034.jpg,2026-03-28
SKU00035,Pottery Barn Artisan Bed,Furniture,Beds,Pottery Barn,312.29,Velvet | Silk,Green,Lacquered,24x34x15 inches,58.3,Minimalist | Farmhouse,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00035.jpg,2025-01-24
SKU00036,Mark & Graham Custom Bed,Furniture,Beds,Mark & Graham,132.0,Porcelain | Velvet,Gray,Textured,58x35x31 inches,117.5,Industrial | Contemporary,Elegant design meets functionality in this Mark & Graham piece. Features textured finish and durable construction.,https://example.com/images/00036.jpg,2024-09-18
SKU00037,Pottery Barn Modern Bed,Furniture,Beds,Pottery Barn,94.19,Velvet | Bamboo,Silver,Textured,79x50x8 inches,67.5,Coastal,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00037.jpg,2024-06-13
SKU00038,Mark & Graham Signature Bed,Furniture,Beds,Mark & Graham,66.61,Marble | Stainless Steel,Brown | Black,Textured,31x41x37 inches,92.1,Glam | Mid-Century,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00038.jpg,2023-12-06
SKU00039,Pottery Barn Luxury Bed,Furniture,Beds,Pottery Barn,125.28,Leather,Walnut | Bronze,Polished,63x42x35 inches,74.1,Modern | Bohemian,Expertly crafted beds that brings sophistication to your home. Available in walnut.,https://example.com/images/00039.jpg,2024-03-08
SKU00040,Mark & Graham Luxury Bed,Furniture,Beds,Mark & Graham,175.69,Leather,Beige,Polished,72x72x39 inches,56.4,Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00040.jpg,2024-09-12
SKU00041,Mark & Graham Premium Bed,Furniture,Beds,Mark & Graham,128.05,Cotton | Glass,Green,Glossy,67x69x25 inches,124.1,Glam | Farmhouse,Elegant design meets functionality in this Mark & Graham piece. Features glossy finish and durable construction.,https://example.com/images/00041.jpg,2023-09-14
SKU00042,Pottery Barn Signature Bed,Furniture,Beds,Pottery Barn,110.7,Velvet | Metal,Bronze,Satin,77x50x29 inches,80.5,Industrial | Scandinavian,Elegant design meets functionality in this Pottery Barn piece. Features satin finish and durable construction.,https://example.com/images/00042.jpg,2023-08-31
SKU00043,West Elm Luxury Bed,Furniture,Beds,West Elm,206.52,Linen | Velvet,Red | Charcoal,Distressed,36x59x35 inches,74.3,Glam | Traditional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00043.jpg,2024-11-19
SKU00044,Williams Sonoma Custom Desk,Furniture,Desks,Williams Sonoma,89.08,Concrete,Brown | Gray,Powder Coated,67x13x8 inches,108.9,Farmhouse | Minimalist,Timeless furniture essential that combines style with practicality. Made from high-quality concrete.,https://example.com/images/00044.jpg,2023-09-06
SKU00045,Mark & Graham Classic Desk,Furniture,Desks,Mark & Graham,72.6,Bamboo | Metal,Silver | Bronze,Brushed,42x26x10 inches,96.2,Coastal | Scandinavian,Timeless furniture essential that combines style with practicality. Made from high-quality bamboo.,https://example.com/images/00045.jpg,2024-10-17
SKU00046,Pottery Barn Modern Desk,Furniture,Desks,Pottery Barn,349.31,Wool | Porcelain,Ivory,Textured,33x45x25 inches,12.2,Traditional | Glam,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00046.jpg,2024-09-24
SKU00047,Rejuvenation Modern Desk,Furniture,Desks,Rejuvenation,78.56,Linen | Leather,Gray | Walnut,Antique,59x77x11 inches,103.2,Coastal | Transitional,Beautiful coastal desks crafted with premium materials. Perfect addition to any home.,https://example.com/images/00047.jpg,2025-11-01
SKU00048,West Elm Essential Desk,Furniture,Desks,West Elm,116.56,Glass,Bronze | White,Matte,49x67x32 inches,116.3,Contemporary | Modern,Elegant design meets functionality in this West Elm piece. Features matte finish and durable construction.,https://example.com/images/00048.jpg,2024-05-23
SKU00049,Pottery Barn Signature Desk,Furniture,Desks,Pottery Barn,152.93,Acrylic | Silk,White,Distressed,25x10x25 inches,109.3,Transitional | Bohemian,Elegant design meets functionality in this Pottery Barn piece. Features distressed finish and durable construction.,https://example.com/images/00049.jpg,2023-06-15
SKU00050,Williams Sonoma Artisan Desk,Furniture,Desks,Williams Sonoma,464.24,Leather,Red | Gold,Glossy,44x42x24 inches,111.4,Rustic,Elegant design meets functionality in this Williams Sonoma piece. Features glossy finish and durable construction.,https://example.com/images/00050.jpg,2025-03-22
SKU00051,Pottery Barn Classic Desk,Furniture,Desks,Pottery Barn,270.88,Porcelain | Bamboo,Natural | Navy,Brushed,54x72x13 inches,47.1,Minimalist,Beautiful minimalist desks crafted with premium materials. Perfect addition to any home.,https://example.com/images/00051.jpg,2025-07-20
SKU00052,Mark & Graham Luxury Desk,Furniture,Desks,Mark & Graham,245.41,Brass,Green | Natural,Antique,74x17x27 inches,65.7,Traditional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00052.jpg,2023-10-19
SKU00053,Williams Sonoma Premium Desk,Furniture,Desks,Williams Sonoma,357.17,Wood | Concrete,Blue | Ivory,Powder Coated,58x73x13 inches,122.9,Glam,Beautiful glam desks crafted with premium materials. Perfect addition to any home.,https://example.com/images/00053.jpg,2024-11-17
SKU00054,Pottery Barn Artisan Coffee Table,Furniture,Coffee Tables,Pottery Barn,94.5,Brass,Oak,Matte,11x72x33 inches,102.4,Rustic,Elegant design meets functionality in this Pottery Barn piece. Features matte finish and durable construction.,https://example.com/images/00054.jpg,2023-08-09
SKU00055,Williams Sonoma Modern Coffee Table,Furniture,Coffee Tables,Williams Sonoma,496.43,Acrylic | Ceramic,Gray,Glossy,32x57x36 inches,56.9,Minimalist | Modern,Beautiful minimalist coffee tables crafted with premium materials. Perfect addition to any home.,https://example.com/images/00055.jpg,2025-08-13
SKU00056,West Elm Luxury Coffee Table,Furniture,Coffee Tables,West Elm,216.25,Acrylic | Wool,Bronze,Brushed,46x51x39 inches,133.5,Industrial | Farmhouse,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00056.jpg,2024-07-07
SKU00057,Williams Sonoma Custom Coffee Table,Furniture,Coffee Tables,Williams Sonoma,146.43,Stainless Steel,Oak | Brown,Glossy,45x28x31 inches,136.6,Coastal,Timeless furniture essential that combines style with practicality. Made from high-quality stainless steel.,https://example.com/images/00057.jpg,2025-12-10
SKU00058,Williams Sonoma Signature Coffee Table,Furniture,Coffee Tables,Williams Sonoma,95.25,Rattan,Green,Polished,76x68x9 inches,77.5,Traditional,Expertly crafted coffee tables that brings sophistication to your home. Available in green.,https://example.com/images/00058.jpg,2025-11-24
SKU00059,Mark & Graham Classic Coffee Table,Furniture,Coffee Tables,Mark & Graham,79.57,Leather | Cotton,Red | Black,Lacquered,69x54x36 inches,12.7,Minimalist,Expertly crafted coffee tables that brings sophistication to your home. Available in red.,https://example.com/images/00059.jpg,2024-10-21
SKU00060,Pottery Barn Signature Coffee Table,Furniture,Coffee Tables,Pottery Barn,117.25,Cotton,Natural,Powder Coated,72x13x17 inches,137.7,Scandinavian | Mid-Century,Elegant design meets functionality in this Pottery Barn piece. Features powder coated finish and durable construction.,https://example.com/images/00060.jpg,2025-09-21
SKU00061,West Elm Essential Coffee Table,Furniture,Coffee Tables,West Elm,131.08,Glass,Natural,Distressed,33x20x21 inches,102.1,Transitional | Bohemian,Beautiful transitional coffee tables crafted with premium materials. Perfect addition to any home.,https://example.com/images/00061.jpg,2024-02-01
SKU00062,Rejuvenation Classic Coffee Table,Furniture,Coffee Tables,Rejuvenation,175.95,Silk,Gray,Distressed,22x66x14 inches,82.5,Art Deco | Rustic,Expertly crafted coffee tables that brings sophistication to your home. Available in gray.,https://example.com/images/00062.jpg,2026-04-07
SKU00063,West Elm Modern Coffee Table,Furniture,Coffee Tables,West Elm,341.31,Leather | Silk,Charcoal | Ivory,Textured,60x41x15 inches,124.8,Traditional | Transitional,Beautiful traditional coffee tables crafted with premium materials. Perfect addition to any home.,https://example.com/images/00063.jpg,2023-07-26
SKU00064,Williams Sonoma Premium Coffee Table,Furniture,Coffee Tables,Williams Sonoma,166.59,Velvet,Silver | Beige,Distressed,55x35x9 inches,75.6,Traditional | Scandinavian,Beautiful traditional coffee tables crafted with premium materials. Perfect addition to any home.,https://example.com/images/00064.jpg,2023-06-19
SKU00065,Williams Sonoma Essential Coffee Table,Furniture,Coffee Tables,Williams Sonoma,210.89,Wool | Marble,Walnut | Navy,Lacquered,17x22x12 inches,116.4,Farmhouse | Scandinavian,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00065.jpg,2026-01-30
SKU00066,Williams Sonoma Essential Coffee Table,Furniture,Coffee Tables,Williams Sonoma,152.32,Leather | Stainless Steel,Walnut,Textured,62x77x5 inches,37.6,Bohemian,Elegant design meets functionality in this Williams Sonoma piece. Features textured finish and durable construction.,https://example.com/images/00066.jpg,2024-03-28
SKU00067,Williams Sonoma Modern Coffee Table,Furniture,Coffee Tables,Williams Sonoma,343.87,Stainless Steel,White,Distressed,13x76x38 inches,131.6,Traditional,Expertly crafted coffee tables that brings sophistication to your home. Available in white.,https://example.com/images/00067.jpg,2024-07-01
SKU00068,Mark & Graham Artisan Bookshelve,Furniture,Bookshelves,Mark & Graham,271.27,Wood | Stainless Steel,Red | Blue,Lacquered,51x41x38 inches,117.5,Traditional | Glam,Beautiful traditional bookshelves crafted with premium materials. Perfect addition to any home.,https://example.com/images/00068.jpg,2023-08-10
SKU00069,Pottery Barn Classic Bookshelve,Furniture,Bookshelves,Pottery Barn,109.0,Silk | Leather,Beige,Brushed,67x42x18 inches,126.8,Minimalist | Farmhouse,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00069.jpg,2024-04-04
SKU00070,Pottery Barn Signature Bookshelve,Furniture,Bookshelves,Pottery Barn,190.66,Bamboo,Charcoal | Natural,Antique,59x28x26 inches,51.2,Minimalist,Elegant design meets functionality in this Pottery Barn piece. Features antique finish and durable construction.,https://example.com/images/00070.jpg,2023-09-12
SKU00071,Rejuvenation Classic Bookshelve,Furniture,Bookshelves,Rejuvenation,96.86,Brass | Silk,Gold,Textured,28x75x34 inches,97.0,Scandinavian,Timeless furniture essential that combines style with practicality. Made from high-quality brass.,https://example.com/images/00071.jpg,2024-11-19
SKU00072,Pottery Barn Artisan Bookshelve,Furniture,Bookshelves,Pottery Barn,120.7,Bamboo,Brown | Navy,Lacquered,34x37x19 inches,123.0,Mid-Century,Timeless furniture essential that combines style with practicality. Made from high-quality bamboo.,https://example.com/images/00072.jpg,2024-06-13
SKU00073,Pottery Barn Signature Bookshelve,Furniture,Bookshelves,Pottery Barn,93.09,Acrylic,Bronze | Ivory,Distressed,69x37x37 inches,134.5,Scandinavian | Transitional,Beautiful scandinavian bookshelves crafted with premium materials. Perfect addition to any home.,https://example.com/images/00073.jpg,2025-03-13
SKU00074,West Elm Luxury Bookshelve,Furniture,Bookshelves,West Elm,354.27,Rattan,Natural,Matte,32x34x25 inches,111.9,Bohemian | Glam,Elegant design meets functionality in this West Elm piece. Features matte finish and durable construction.,https://example.com/images/00074.jpg,2025-12-21
SKU00075,Mark & Graham Classic Bookshelve,Furniture,Bookshelves,Mark & Graham,237.16,Cotton | Stainless Steel,Charcoal | Cream,Textured,19x45x38 inches,78.8,Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00075.jpg,2024-10-26
SKU00076,Williams Sonoma Luxury Bookshelve,Furniture,Bookshelves,Williams Sonoma,198.26,Brass | Velvet,Brown,Powder Coated,25x34x32 inches,105.2,Industrial,Beautiful industrial bookshelves crafted with premium materials. Perfect addition to any home.,https://example.com/images/00076.jpg,2023-12-17
SKU00077,Rejuvenation Artisan Bookshelve,Furniture,Bookshelves,Rejuvenation,252.61,Bamboo,Gray | Blue,Brushed,58x18x32 inches,95.5,Modern | Traditional,Elegant design meets functionality in this Rejuvenation piece. Features brushed finish and durable construction.,https://example.com/images/00077.jpg,2024-11-04
SKU00078,Pottery Barn Custom Bookshelve,Furniture,Bookshelves,Pottery Barn,60.37,Metal | Porcelain,Cream | White,Satin,11x59x16 inches,67.7,Scandinavian | Modern,Elegant design meets functionality in this Pottery Barn piece. Features satin finish and durable construction.,https://example.com/images/00078.jpg,2024-10-11
SKU00079,Pottery Barn Signature Bookshelve,Furniture,Bookshelves,Pottery Barn,1064.44,Porcelain,Ivory | Black,Distressed,25x22x39 inches,5.3,Industrial | Modern,Timeless furniture essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00079.jpg,2024-02-28
SKU00080,Rejuvenation Classic Bookshelve,Furniture,Bookshelves,Rejuvenation,58.53,Stainless Steel | Wool,Ivory | Navy,Antique,70x27x31 inches,102.3,Glam,Elegant design meets functionality in this Rejuvenation piece. Features antique finish and durable construction.,https://example.com/images/00080.jpg,2026-02-13
SKU00081,Pottery Barn Luxury Chandelier,Lighting,Chandeliers,Pottery Barn,175.33,Bamboo,Walnut | Charcoal,Glossy,64x25x11 inches,76.2,Mid-Century,Timeless lighting essential that combines style with practicality. Made from high-quality bamboo.,https://example.com/images/00081.jpg,2024-05-27
SKU00082,Pottery Barn Premium Chandelier,Lighting,Chandeliers,Pottery Barn,81.78,Velvet,Oak,Lacquered,45x22x36 inches,146.4,Modern | Minimalist,Elegant design meets functionality in this Pottery Barn piece. Features lacquered finish and durable construction.,https://example.com/images/00082.jpg,2026-04-03
SKU00083,West Elm Artisan Chandelier,Lighting,Chandeliers,West Elm,84.73,Metal,Blue,Brushed,71x22x21 inches,123.0,Minimalist | Transitional,Timeless lighting essential that combines style with practicality. Made from high-quality metal.,https://example.com/images/00083.jpg,2026-03-05
SKU00084,Rejuvenation Luxury Chandelier,Lighting,Chandeliers,Rejuvenation,579.85,Wood | Concrete,Black,Antique,58x29x17 inches,36.3,Traditional | Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00084.jpg,2026-01-09
SKU00085,West Elm Luxury Chandelier,Lighting,Chandeliers,West Elm,89.35,Velvet | Metal,Green | Brown,Brushed,21x66x12 inches,43.6,Traditional | Transitional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00085.jpg,2023-07-28
SKU00086,Williams Sonoma Luxury Chandelier,Lighting,Chandeliers,Williams Sonoma,61.06,Cotton,Cream | Brown,Distressed,22x61x36 inches,82.4,Art Deco | Minimalist,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00086.jpg,2025-11-10
SKU00087,Williams Sonoma Artisan Chandelier,Lighting,Chandeliers,Williams Sonoma,90.73,Leather | Marble,Oak | Gold,Powder Coated,75x39x7 inches,52.6,Glam,Beautiful glam chandeliers crafted with premium materials. Perfect addition to any home.,https://example.com/images/00087.jpg,2025-12-20
SKU00088,Mark & Graham Modern Chandelier,Lighting,Chandeliers,Mark & Graham,115.97,Bamboo,Ivory | Blue,Antique,48x72x32 inches,147.6,Minimalist,Beautiful minimalist chandeliers crafted with premium materials. Perfect addition to any home.,https://example.com/images/00088.jpg,2023-12-30
SKU00089,West Elm Classic Chandelier,Lighting,Chandeliers,West Elm,170.56,Rattan,Beige,Polished,26x23x18 inches,12.1,Farmhouse | Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00089.jpg,2025-07-16
SKU00090,Rejuvenation Essential Chandelier,Lighting,Chandeliers,Rejuvenation,156.54,Acrylic,Bronze | Natural,Glossy,48x69x38 inches,124.0,Modern | Minimalist,Expertly crafted chandeliers that brings sophistication to your home. Available in bronze.,https://example.com/images/00090.jpg,2024-04-23
SKU00091,Mark & Graham Artisan Chandelier,Lighting,Chandeliers,Mark & Graham,137.95,Wood | Porcelain,Natural,Textured,39x34x32 inches,21.3,Farmhouse,Beautiful farmhouse chandeliers crafted with premium materials. Perfect addition to any home.,https://example.com/images/00091.jpg,2023-12-18
SKU00092,Pottery Barn Classic Chandelier,Lighting,Chandeliers,Pottery Barn,17.25,Silk,Bronze | Green,Textured,26x72x21 inches,35.5,Contemporary | Glam,Expertly crafted chandeliers that brings sophistication to your home. Available in bronze.,https://example.com/images/00092.jpg,2025-03-27
SKU00093,Mark & Graham Modern Chandelier,Lighting,Chandeliers,Mark & Graham,328.12,Silk,Bronze,Satin,14x29x27 inches,111.2,Traditional,Expertly crafted chandeliers that brings sophistication to your home. Available in bronze.,https://example.com/images/00093.jpg,2024-11-18
SKU00094,Mark & Graham Custom Chandelier,Lighting,Chandeliers,Mark & Graham,227.77,Velvet | Wood,Brown | Bronze,Glossy,59x52x15 inches,127.3,Minimalist | Rustic,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00094.jpg,2024-06-01
SKU00095,West Elm Custom Floor Lamp,Lighting,Floor Lamps,West Elm,266.15,Glass | Leather,Navy,Polished,27x23x38 inches,137.8,Mid-Century | Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00095.jpg,2025-12-28
SKU00096,Mark & Graham Essential Floor Lamp,Lighting,Floor Lamps,Mark & Graham,27.81,Acrylic | Stainless Steel,Blue,Matte,79x34x35 inches,58.2,Traditional,Expertly crafted floor lamps that brings sophistication to your home. Available in blue.,https://example.com/images/00096.jpg,2026-03-13
SKU00097,Pottery Barn Classic Floor Lamp,Lighting,Floor Lamps,Pottery Barn,187.68,Silk | Linen,Charcoal,Lacquered,35x32x17 inches,82.1,Art Deco,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00097.jpg,2025-08-21
SKU00098,Williams Sonoma Artisan Floor Lamp,Lighting,Floor Lamps,Williams Sonoma,45.06,Concrete | Ceramic,Black | Green,Lacquered,54x32x32 inches,87.8,Rustic,Beautiful rustic floor lamps crafted with premium materials. Perfect addition to any home.,https://example.com/images/00098.jpg,2024-03-15
SKU00099,Rejuvenation Custom Floor Lamp,Lighting,Floor Lamps,Rejuvenation,363.35,Rattan | Stainless Steel,Charcoal | Silver,Antique,59x52x31 inches,89.7,Scandinavian | Contemporary,Beautiful scandinavian floor lamps crafted with premium materials. Perfect addition to any home.,https://example.com/images/00099.jpg,2026-03-07
SKU00100,Williams Sonoma Premium Floor Lamp,Lighting,Floor Lamps,Williams Sonoma,95.53,Rattan,Walnut,Antique,71x24x6 inches,97.3,Traditional | Farmhouse,Expertly crafted floor lamps that brings sophistication to your home. Available in walnut.,https://example.com/images/00100.jpg,2024-08-24
SKU00101,West Elm Luxury Floor Lamp,Lighting,Floor Lamps,West Elm,102.36,Leather | Glass,Beige | Cream,Antique,15x21x17 inches,143.0,Farmhouse,Timeless lighting essential that combines style with practicality. Made from high-quality leather.,https://example.com/images/00101.jpg,2023-07-04
